"sample","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70"
"Sample_Type_IS","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","UA","BAL","BAL","UA","BAL","UA","BAL","UA","BAL","UA","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","UA","BAL","UA","BAL","BAL","UA","BAL","BAL","UA","BAL","UA","BAL"
"M00033.Ectoine.biosynthesis..aspartate....ectoine","  201","  168","   58","  268","    9","   37","   80","  752","26432","20182","   31","   26","   51","    1","    8","   11","   10","    6","    5","    2","    3","   58","   10","    8","   74","  875","   10","  105","    6","    1","  755","    6","  416","    5","10560","  316","    5","  580","  458","    4","  311","   40","   79","  932","   25","  332","  107","   46","   35","    2","    4","  629","   44","   12"," 1029","   11"," 3611","   12"," 2160","    4","  355","   11","   24","  238","  201","    3","  424","   18","  448","    2"
"M00034.Methionine.salvage.pathway","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"M00035.Methionine.degradation","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"M00036.Leucine.degradation..leucine....acetoacetate...acetyl.CoA","120"," 18","333","  0","  0","  1"," 11","208","  1","158","  0","  0","  0","  1","  4","  1","  8","  0"," 10","  2","  0","215","  1","  0","  0"," 39","  0","  0","  0","  0"," 46","  1","144","  2","158"," 89","  0","141","466","  0","152","156","  0","329","  4"," 24"," 24","  9","  4","  0","  0","284","  0","  0"," 38","  0"," 48","  0"," 51","  5","134","  2","  0"," 42","  0","  1","269"," 38","130","  0"
"M00037.Melatonin.biosynthesis..animals..tryptophan....serotonin....melatonin"," 50"," 18","  0","  9","  0","  0","  0","  2","  0","  0","  0","  0"," 82","  2","  0","  2","  0","  0","  1","  0","  0"," 10","  0","  0","  0"," 35","  5","  1","  0","  0"," 75","  0","210","  0","129","  8","  0","  0","100","  2","131","  0","100","  0","  0","  0","  8","  0","  0","  0","  2","512","  0","  0"," 15","  0","  0","  0","  2","  1"," 90","  0","  0","  1"," 44","  0","  0","  0","  0","  0"
"M00038.Tryptophan.metabolism..tryptophan....kynurenine....2.aminomuconate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"M00039.Monolignol.biosynthesis..phenylalanine.tyrosine....monolignol","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"M00040.Tyrosine.biosynthesis..chorismate....arogenate....tyrosine","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"M00042.Catecholamine.biosynthesis..tyrosine....dopamine....noradrenaline....adrenaline","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"M00043.Thyroid.hormone.biosynthesis..tyrosine....triiodothyronine.thyroxine","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
